index,title,description,media,date,polarity,subjectivity,quarter,cluster,cluster_detail,cluster_polarity,cluster_subjectivity,desc_polarity2,desc_subjectivity2,cluster_polarity2,cluster_subjectivity2
1528,"['battle', 'council', 'defund', 'plan', 'ending', 'neighborhood']","['50', 'protester', 'tuesday', 'marched', 'home', 'removed', 'political', 'fight', 'defunding']",KOMO,2020-07-01 00:00:00,0.0,0.1,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1529,"['defund', 'alarming', 'reckless']","['many', 'aspect', 'progress', 'consent', 'decree', 'including', 'review', 'force', 'crisis', 'intervention', 'serve']",The Seattle Times,2020-07-01 00:00:00,0.5,0.5,Q7,1,use force excessive pepper using court spray policy guide blast sued tear federal auburn gas balls redundant cops policing used,-0.225,0.6,positive,subjective,negative,subjective
1530,"['council', 'president', 'address', 'protest', 'targeting', 'council', 'member', 'house']","['pedersen', 'juarez', 'support', 'making', 'cut', 'budget', 'unlike', 'colleague', 'committed', 'goal']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
1531,"['defend', 'response', 'weekend', 'black', 'life', 'matter', 'protest', 'deny', 'violation', 'court', 'use', 'force', 'limit']","['lawyer', 'late', 'wednesday', 'asked', 'federal', 'judge', 'reject', 'allegation', 'intentionally', 'indiscriminately', 'used']",The Seattle Times,2020-07-01 00:00:00,-0.3,0.6,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
1532,"['rantz', 'molly', 'moon', 'ice', 'cream', 'go', 'war', 'ban', 'weapon']","['molly', 'moon', 'ice', 'cream', 'shop', 'joined', 'culture', 'war', 'cop', 'sending', 'loud', 'clear', 'message', 'welcome']",MyNorthwest.com,2020-07-01 00:00:00,0.3333333333333333,0.6944444444444445,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
1533,"['reflecting', 'chop', 'resistance', 'memory', 'imagination']","['lack', 'imagination', 'lived', 'wto', 'treatment', 'generation', 'protester']",South Seattle Emerald,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1534,"['duty', 'accused', 'driving', 'crowd', 'longer', 'work']","['friday', 'protester', 'accused', 'driving', 'crowd', 'duty', 'longer', 'employed']",KING 5,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1535,"['shoreline', 'fatally', 'shoot', 'accused', 'stabbing', '62', 'walker', 'dog']","['force', 'investigation', 'team', 'investigating', 'deadly', 'detective', 'involved', 'placed', 'administrative']",The Seattle Times,2020-07-01 00:00:00,-0.2,0.4,Q7,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,negative,objective,neutral,objective
1536,"['dy', 'shot', 'inside', 'lobby', 'motel']","['investigating', 'shot', 'inside', 'lobby', 'motel', 'north']",KING 5,2020-07-01 00:00:00,0.0,0.0,Q7,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
1537,"['would', 'defunding', 'look', 'like', 'former', 'prosecutor', 'weighs']","['protester', 'called', 'defunding', 'continues', 'mayor', 'jenny', 'durkan', 'chief', 'carmen', 'best', 'agree', 'change']",KING 5,2020-07-01 00:00:00,1.0,0.3,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1538,"['enormous', 'issue', 'stake', 'case', 'use', 'force', 'protester', 'judge', 'hearing', 'set']","['federal', 'judge', 'set', 'five', 'day', 'aside', 'beginning', 'aug', '26', 'hearing', 'determine', 'whether', 'contempt', 'injunction', 'barring', 'use']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1539,"['message', 'southwest', 'precinct', 'commander', 'kevin']","['coming', 'captain', 'grossman', 'earned', 'law', 'degree', 'way', 'council', 'defund', '50']",Westside Seattle,2020-07-01 00:00:00,0.0,0.0,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
1540,"['release', 'bodycam', 'video', 'improvised', 'explosive', 'device', 'thrown', 'saturday', 'protest']","['sunday', 'released', 'video', 'show', 'improvised', 'explosive', 'device', 'thrown', 'violent', 'protest']",KIRO-TV,2020-07-01 00:00:00,-0.8,1.0,Q7,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,negative,subjective,neutral,objective
1541,"['increase', 'portland', 'protest']","['earlier', 'month', 'gun', 'violence', 'reduction', '34', 'member', 'team', 'dissolved', 'response', 'reform', 'change']",The Seattle Times,2020-07-01 00:00:00,0.0,0.5,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,subjective,neutral,objective
1542,"['mayor', 'durkan', 'talk', 'increased', 'covid', '19', 'concern']","['spokesperson', 'chris', 'fisher', 'filling', 'chief', 'carmen', 'best', 'due', 'urgent', 'issue', 'stood', 'use', 'pepper', 'spray', 'blast']",CHS Capitol Hill Seattle,2020-07-01 00:00:00,0.4375,0.3375,Q7,1,use force excessive pepper using court spray policy guide blast sued tear federal auburn gas balls redundant cops policing used,-0.225,0.6,positive,objective,negative,subjective
1543,"['duty', 'drove', 'car', 'protest', 'crowd', 'longer', 'employed']","['post', 'online', 'blotter', 'driver', 'attempted', 'drive', 'opening', 'crowd', 'crowd', 'surrounded']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1544,"['body', 'camera', 'gain', 'attention', 'u', 'expanding', 'well', 'beyond', 'law', 'enforcement']","['axon', 'make', 'body', 'camera', 'minneapolis', 'force', 'four', 'charged', 'floyd', 'killing', 'may']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1545,"['duty', 'cop', 'involved', 'collision', 'driving', 'protest', 'crowd']","['duty', 'collided', 'another', 'vehicle', 'incident', 'referred', 'office']",KOMO,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1546,"['councilmember', 'home', 'targeted', 'stance', 'defunding']","['councilmember', 'home', 'targeted', 'protester', 'want', 'defund', 'demanding', 'alex', 'pedersen', 'vote']",KIRO-TV,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1547,"['reopen', '12th', 'pine', 'amid', 'ongoing', 'protest']","['announced', 'early', 'friday', 'afternoon', 'would', 'reopening', '12th', 'pine', 'area', 'remain']",MyNorthwest.com,2020-07-01 00:00:00,0.1,0.3,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1548,"['youth', 'liberation', 'front', 'protest', 'recall', 'familiar', 'standoff', 'federal', 'agent', 'stay', 'view']","['time', 'medium', 'outlet', 'fighting', 'subpoena', 'turn', 'raw', 'footage', 'protest', 'may', '30']",The Seattle Times,2020-07-01 00:00:00,-0.23076923076923078,0.46153846153846156,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1549,"['carmen', 'best', 'chief', 'stunned', 'push', 'fire', 'cop', 'based', 'upon', 'race', 'illegal']","['reporter', 'linzi', 'sheldon', 'idea', 'layoff', 'includes', 'looking', 'number', 'sustained', 'complaint', 'station', 'reported']",Washington Times,2020-07-01 00:00:00,-0.3,0.2,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1550,"['2', 'dead', '2', 'hurt', 'stabbing', 'downtown', 'bellevue']","['bellevue', 'provided', 'detail', 'saturday', 'night', 'official', 'tried', 'third', 'taken', 'harborview', 'medical', 'center']",The Seattle Times,2020-07-01 00:00:00,-0.03333333333333333,0.03333333333333333,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1551,"['rantz', 'time', 'fight', 'defund', 'movement', 'late']","['council', 'veto', 'proof', 'majority', 'cut', 'budget', '50', 'number', 'get', 'halfway', 'abolition', 'clearly']",MyNorthwest.com,2020-07-01 00:00:00,0.10000000000000002,0.3833333333333333,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,positive,objective,negative,subjective
1552,"['federal', 'agent', 'deployed', 'portland', 'protest', 'wonder', 'could', 'come', 'next']","['people', 'vandalized', 'building', 'downtown', 'sunday', 'threw', 'firework', 'shot', 'blast', 'ball', 'pepper', 'spray']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
1553,"['missing', '13', 'found', 'safe']","['missing', '13', 'found', 'safe', 'expand', 'india', 'walter', 'photo', 'india', 'water']",KIRO-TV,2020-07-01 00:00:00,0.15,0.275,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1554,"['rantz', 'bodycam', 'show', 'racism', 'victim', 'wrong', 'cop', 'complaint']","['called', 'redacted', 'ktth', 'privacy', 'responded', 'crime', 'committed', 'exercising', 'first']",MyNorthwest.com,2020-07-01 00:00:00,0.25,0.3333333333333333,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1555,"['long', 'reliable', 'source', 'time', 'reexamine', 'trust']","['later', 'mid', 'june', 'height', 'medium', 'frenzy', 'around', 'capitol', 'hill', 'organized', 'protest', 'chop', 'assistant', 'chief', 'told', 'medium']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1556,"['councilmember', 'compelling', 'medium', 'hand', 'footage', 'abhorrent']","['trio', 'councilmembers', 'roundly', 'condemned', 'subpoena', 'issued', 'soon', 'compel', 'time']",MyNorthwest.com,2020-07-01 00:00:00,-0.2,0.4,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1557,"['organizer', 'pressure', 'cauce', 'cut', 'tie', 'think']","['uw', 'black', 'life', 'matter', 'organized', 'march', 'listed', 'several', 'demand', 'uw', 'including', 'divesting', 'completely', 'disarming']",dailyuw.com,2020-07-01 00:00:00,-0.022222222222222216,0.2777777777777778,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1558,"['report', '45', 'arrest', 'march', 'capitol', 'hill', 'declared']","['declared', 'event', 'capitol', 'hill', '10', 'p', 'saturday', '45', 'people', 'arrested', 'assault']",MyNorthwest.com,2020-07-01 00:00:00,0.0,0.0,Q7,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
1559,"['deal', 'supposed', 'explosion', 'east']","['claiming', 'explosion', 'east', 'precinct', 'building', 'several', 'dangerous', 'incident', 'led', 'declare']",The Stranger,2020-07-01 00:00:00,-0.3,0.45,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1560,"['opinion', 'gonna', 'cop']","['gassed', 'shot', 'rubber', 'bullet', 'back', '1999', 'also', 'cop', 'leered', 'shirt', 'rubbing']",South Seattle Emerald,2020-07-01 00:00:00,0.0,0.0,Q7,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
1561,"['save', 'life', 'redmond', 'fund', 'mental']","['save', 'life', 'redmond', 'fund', 'mental', 'health', 'professional', 'last', 'month', 'black', 'life', 'matter', 'king', 'county', 'want', 'see']",KIRO-TV,2020-07-01 00:00:00,-0.041666666666666664,0.2,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1562,"['handcuffing', 'distance', 'lasso', 'technology', 'alternative', 'deadly', 'force']","['around', 'country', 'face', 'unprecedented', 'public', 'demand', 'current', 'budget', 'crisis', 'along', 'loud', 'demand', 'defund', 'half']",KIRO-TV,2020-07-01 00:00:00,0.10666666666666666,0.4666666666666667,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1563,"['cop', 'threatened', 'kill', 'protester', 'shoot', 'kill', 'colleague', 'knocked', 'door', 'affidavit']","['hutton', 'taken', 'hospital', 'little', 'rock', 'doctor', 'pronounced', 'dead', 'following', 'day', 'alexander', 'described']",KIRO-TV,2020-07-01 00:00:00,-0.12916666666666668,0.3333333333333333,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1564,"['native', 'leader', 'organization', 'decry', 'intimidation', 'outside', 'home', 'council', 'juarez']","['council', 'discussing', 'cut', 'remaining', '2020', 'first', 'native', 'american', 'person', 'elected', 'council']",The Seattle Times,2020-07-01 00:00:00,0.125,0.16666666666666666,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,positive,objective,negative,subjective
1565,"['child', 'dy', 'thrown', 'parked', 'van', 'madison']","['fire', 'waiting', 'lift', 'vehicle', 'neighbor', 'van', 'picture', 'regularly', 'parked', 'street', 'appears', 'struck', 'fedex', 'truck']",CHS Capitol Hill Seattle,2020-07-01 00:00:00,0.0,0.07692307692307693,Q7,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
1566,"['time', 'report', 'detail', 'death', '16']","['report', 'includes', 'detail', 'even', 'little', 'morning', 'gun', 'violence', 'suspect', 'information', 'led']",CHS Capitol Hill Seattle,2020-07-01 00:00:00,-0.1875,0.5,Q7,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,negative,subjective,neutral,objective
1567,"['de', 'moines', 'used', 'combat', 'first', 'aid', 'training', 'treat', 'kent', 'gunshot', 'victim']","['doug', 'weable', 'k', '9', 'de', 'moines', 'kent', 'auburn', 'renton', 'federal', 'way', 'tukwila', 'port']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1568,"['6', 'people', 'injured', 'near', 'bus', 'stop', 'kent']","['tweet', 'kent', 'southbound', 'lane', 'pacific', 'highway', 'south', 'closed', 'near', 'kent', 'de', 'moines', 'road', 'official']",The Seattle Times,2020-07-01 00:00:00,0.0,0.25,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1569,"['group', 'removed', 'navigation', 'team']","['navigation', 'team', 'includes', 'personnel', 'outreach', 'worker', 'responsible', 'connecting', 'people', 'shelter', 'resource']",Seattle PI,2020-07-01 00:00:00,0.2,0.55,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
1570,"['protest', 'july', '31', 'august', '3']","['coming', 'weekend', 'demonstration', 'official', 'redirect', 'funding', 'community', 'led', 'solution']",Seattle Met,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1571,"['king', '5', 'poll', 'washingtonian', 'want', 'fund', 'moved', 'social', 'program']","['although', 'majority', 'council', 'member', 'favor', 'cutting', 'budget', 'half', 'chief', 'carmen', 'best', 'came']",KING 5,2020-07-01 00:00:00,0.07777777777777779,0.45555555555555555,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,negative,objective,negative,subjective
1572,"['atf', 'investigating', 'homemade', 'explosive', 'injured', 'riot']","['declined', 'give', 'specific', 'investigation', 'guild', 'president', 'mike', 'solan', 'facing', 'unprecedented', 'threat']",KIRO-TV,2020-07-01 00:00:00,0.3,0.5125,Q7,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,positive,subjective,neutral,objective
1573,"['driver', 'found', 'dead', 'fiery', 'crash', 'magnolia', 'bridge']","['investigating', 'belief', 'driver', 'traveling', 'north', 'along', '15th', 'avenue', 'west', 'high', 'speed', 'struck', 'pillar']",The Seattle Times,2020-07-01 00:00:00,0.16,0.5399999999999999,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
1574,"['still', 'allowed', 'use', 'pepper', 'spray', 'tear', 'gas', 'despite', 'ban']","['since', 'reentered', 'east', 'precinct', 'area', 'wednesday', 'technically', 'still', 'allowed', 'use', 'crowd', 'control', 'weapon']",MyNorthwest.com,2020-07-01 00:00:00,0.0,0.1,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1575,"['opinion', 'crisis', 'management', 'doctor', 'every', 'day', 'must', 'better']","['physician', 'working', 'hospital', 'clinic', 'manage', 'crisis', 'model', 'warmly', 'accepted']",South Seattle Emerald,2020-07-01 00:00:00,0.6,0.6,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
1576,"['king', 'county', 'voter', 'decide', 'whether', 'sheriff', 'elected', 'appointed']","['measure', 'surfaced', 'amid', 'effort', 'majority', 'council', 'member', 'pledged', 'defund', '50']",KOMO News,2020-07-01 00:00:00,0.0,0.0,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
1577,"['tacoma', 'investigation', 'complaint', 'filed', 'tiktok', 'video']","['identifying', 'badge', 'uniform', 'covered', 'emojis', 'video', 'tacoma', 'confirmed', 'news', 'tribune', 'monday']",KIRO-TV,2020-07-01 00:00:00,0.4,1.0,Q7,7,tacoma pierce south tpd ellis county statement morning investigate haddow shot street charged cases tribune called identity sheriff wash troyer,0.0,0.0,positive,subjective,neutral,objective
1578,"['rantz', 'experienced', 'violent', 'riot', 'protest']","['experienced', 'anti', 'riot', 'saturday', 'protest', 'peaceful', 'jen', 'joyce', 'example', 'speculated', 'pushing', 'protest', 'toward']",MyNorthwest.com,2020-07-01 00:00:00,0.525,0.7,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
1579,"['involved', 'tumwater', 'caught', 'camera']","['mistakenly', 'wound', 'washington', 'state', 'journey', 'ended', 'confrontation', 'member', 'tumwater']",KIRO-TV,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1580,"['posting', 'significant', 'incident', 'report', 'online']","['public', 'affair', 'unit', 'begin', 'sharing', 'significant', 'incident', 'report', 'blotter', 'every', 'friday', 'week', 'sir']",Westside Seattle,2020-07-01 00:00:00,0.1875,0.4708333333333333,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1581,"['california', 'deputy', 'find', 'nearly', '2', '000', 'stolen', 'catalytic', 'converter', '300k', 'cash']","['deputy', 'worked', 'elk', 'grove', 'issued', 'warrant', 'area', 'believed', 'active', 'theft', 'catalytic', 'converter']",KIRO-TV,2020-07-01 00:00:00,-0.13333333333333333,0.6,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
1582,"['local', 'broker', 'people', 'frustrated', 'protest', 'violence', 'choosing', 'move']","['happened', 'west', 'precinct', 'south', 'lake', 'union', 'sunday', 'happened', 'downtown', '3rd', 'pine', 'amazon']",KOMO News,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1583,"['seize', 'heroin', 'firearm', '11', 'month', 'investigation', 'bellingham']","['official', 'whatcom', 'gang', 'drug', 'task', 'force', 'bellingham', 'began', 'receiving', 'information', '2018', 'nathan', 'w', 'jerls']",KIRO-TV,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1584,"['marrying', 'cop', 'changed', 'perspective', 'policing']","['council', 'member', 'seeking', 'defund', 'action', 'protest', 'already']",The Seattle Times,2020-07-01 00:00:00,0.1,0.1,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,positive,objective,negative,subjective
1585,"['pay', '300', '000', 'settle', 'lawsuit', 'filed', 'wrongly', 'convicted', '1957', 'murder', 'illinois']","['paid', '300', '000', 'settle', 'lawsuit', 'filed', 'three', 'retired', 'detective', 'helped', 'investigate']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1586,"['investigate', 'madison', 'park', 'update']","['responding', 'update', '7', '10', '2020', '11', '55', 'pm', 'second', 'shot', 'fired', 'incident', 'happened', 'resident', 'home', 'along', 'lake', 'washington']",CHS Capitol Hill Seattle,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1587,"['felony', 'suspect', 'lead', 'chase', 'capitol', 'hill', 'onto', '5']","['ordeal', 'began', 'tried', 'arrest', 'near', 'broadway', 'james', 'street', '9', 'eventually', 'drove']",KOMO News,2020-07-01 00:00:00,0.025,0.2,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1588,"['bike', 'brigade', 'member', 'attacked', 'protest']","['council', 'member', 'supported', 'demand', 'defund', '50', 'group', 'also', 'want', 'protester']",KING 5,2020-07-01 00:00:00,0.0,0.0,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
1589,"['segregated', 'diversity', 'training', 'session', 'hall', 'stir', 'controversy']","['day', 'mayor', 'jenny', 'durkan', 'told', 'cnn', 'protest', 'area', 'outside', 'east', 'precinct', 'could', 'summer', 'love']",KOMO News,2020-07-01 00:00:00,0.25,0.325,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1590,"['tacoma', 'chief', 'ramsdell', 'retirement', 'linked', 'controversy']","['longest', 'serving', 'chief', 'history', 'tacoma', 'tpd', 'ramsdell', 'joined', 'tpd', '1985', 'patrol', 'rose', 'rank']",KING 5,2020-07-01 00:00:00,-0.10000000000000003,0.925,Q7,7,tacoma pierce south tpd ellis county statement morning investigate haddow shot street charged cases tribune called identity sheriff wash troyer,0.0,0.0,negative,subjective,neutral,objective
1591,"['update', 'response', 'gunfire', 'white', 'center']","['7', '31', 'pm', 'update', 'via', 'twitter', 'investigating', 'probable', 'residence', 'victim', 'located', 'time', 'person', 'contacted', 'refused']",West Seattle Blog...,2020-07-01 00:00:00,-0.07500000000000001,0.05,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1592,"['deems', 'aurora', 'ave', 'motel', 'chronic', 'nuisance']","['available', 'talk', 'komo', 'decision', 'attorney', 'office', 'told', 'u', 'motel']",KOMO News,2020-07-01 00:00:00,0.4,0.4,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1593,"['family', 'mourns', 'couple', 'fatally', 'shot', 'found', 'bag', 'west', 'beach']","['spokesman', 'week', 'nothing', 'report', 'case', 'arrest', 'made', 'wednesday']",The Seattle Times,2020-07-01 00:00:00,-0.05,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1594,"['1', 'injured', 'puyallup']","['anyone', 'information', 'car', 'asked', 'puyallup', '253', '770', '3343', 'email', 'puyallupwa', 'gov']",KIRO-TV,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1595,"['amid', 'racial', 'justice', 'first', 'time', 'youth', 'activist', 'rise', 'front']","['although', 'cleared', 'barricade', 'tent', 'area', 'surrounding', 'east', 'precinct', 'chop', 'legacy', 'breeding']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1596,"['lakewood', 'outfit', 'every', 'patrol', 'car', 'camera']","['lakewood', 'announced', 'expanding', 'camera', 'program', 'patrol', 'car', 'however', 'activist', 'limit']",KING 5,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1597,"['fact', 'check', 'violent', 'portland', 'protest']","['released', 'partial', 'body', 'camera', 'video', 'showed', 'explosion', 'erupting', 'near', 'photograph', 'cut', 'burn', 'suffered']",The Seattle Times,2020-07-01 00:00:00,0.0,0.35,Q7,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,neutral,objective,neutral,objective
1598,"['everybody', 'happened', 'teenager', 'led', 'chop', 'shutdown']","['given', 'detail', 'crime', 'spokesperson', 'best', 'left', 'voicemail', 'message']",The Seattle Times,2020-07-01 00:00:00,0.5,0.15,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
