,title,desc,date,quarter,cluster
1430,"['west', 'precinct', 'defaced']","['defaced', 'exterior', 'west', 'precinct', 'found', 'late', 'friday', 'reported', 'precinct', 'located', '8th', 'avenue']",2020-06-01 00:00:00,Q6,3
1431,"['crowd', 'control', 'tactic', 'come', 'fire', 'people', 'injured', 'protest']","['family', '8', 'sprayed', 'face', 'chemical', 'irritant', 'condemned', 'monday', 'use']",2020-06-01 00:00:00,Q6,1
1432,"['captain', 'pierre', 'davis', 'leader', 'sw', 'precinct']","['davis', 'moving', 'assignment', 'headquarters', 'file', 'photo', 'patrick', 'robinson', 'fri', '06', '19', '2020', 'five', 'helm']",2020-06-01 00:00:00,Q6,3
1433,"['cry', 'reform', 'increase', '3', 'charleena', 'lyles']","['lyles', 'family', 'demanding', 'cut', 'funding', 'reinvest', 'community', 'also', 'calling', 'mayor', 'jenny', 'durkan']",2020-06-01 00:00:00,Q6,4
1434,"['arrested', 'damaging', 'west', 'precinct', 'friday', 'night', 'protest']","['arrested', 'friday', 'night', 'caught', 'breaking', 'glass', 'west', 'precinct']",2020-06-01 00:00:00,Q6,2
1435,"['remains', '2', 'body', 'found', 'suitcase', 'west', 'beach', 'identified']","['anyone', 'information', 'case', 'asked', 'violent', 'crime']",2020-06-01 00:00:00,Q6,3
1436,"['student', 'activism', 'led', 'school', 'temporarily', 'cutting', 'tie']","['present', 'employed', 'website', 'focus', 'gang', 'resistance', 'violence', 'prevention']",2020-06-01 00:00:00,Q6,3
1437,"['judge', 'ban', 'using', 'tear', 'gas', 'chemical', 'weapon', 'protest', 'september']","['u', 'judge', 'thursday', 'extended', 'order', 'banning', 'using', 'chemical', 'weapon', 'tear']",2020-06-01 00:00:00,Q6,3
1438,"['king', '5', 'poll', 'recent', 'interaction', 'positive', '54', 'seattleites']","['think', 'still', 'know', 'job', 'going', 'focus', 'positive', 'number', 'king', '5', 'political', 'analyst']",2020-06-01 00:00:00,Q6,3
1439,"['made', 'gain', 'recent', 'work', 'remains']","['front', 'row', 'seat', 'court', 'driven', 'reform', 'effort', 'undeniable', 'made', 'progress', 'use', 'force']",2020-06-01 00:00:00,Q6,1
1440,"['defund', 'grow', 'mean']","['taylor', 'want', 'budget', 'cut', '150', 'million', '200', 'million', 'current', 'annual', 'budget', '409', 'million', 'taylor']",2020-06-01 00:00:00,Q6,4
1441,"['uw', 'community', 'university', 'sever', 'tie']","['thousand', 'faculty', 'student', 'signed', 'petition', 'university', 'washington', 'sever', 'tie']",2020-06-01 00:00:00,Q6,3
1442,"['protest', 'leader', 'defunding', 'dismantling', 'would', 'look', 'like']","['believe', 'people', 'support', 'even', 'though', 'may', 'posting', 'social', 'medium']",2020-06-01 00:00:00,Q6,3
1443,"['record', 'technician', 'charged', 'first', 'degree', 'assault', 'alleged', 'road', 'rage']","['29', 'record', 'technician', 'work', 'charged', 'first', 'degree', 'assault', 'thursday', 'prosecutor', 'shot']",2020-06-01 00:00:00,Q6,6
1444,"['wsp', 'apologizes', 'video', 'surface', 'telling', 'team', 'kill', 'hit', 'hard']","['protest', 'activist', 'protester', 'social', 'medium']",2020-06-01 00:00:00,Q6,3
1445,"['defunding', 'mean']","['going', 'dismantle', 'minneapolis', 'jeremiah', 'ellison', 'member', 'council', 'wrote', 'twitter', 'floyd', 'died']",2020-06-01 00:00:00,Q6,4
1446,"['king', 'county', 'drop', 'lawsuit', 'inquest', 'process']","['shot', 'charleena', 'lyles', 'called', '911', 'raise', 'question', 'policy', 'training', 'important']",2020-06-01 00:00:00,Q6,6
1447,"['crisis', 'began', 'image', 'violence', 'keep', 'providing']","['texas', '20', 'protester', 'shot', 'head', 'injuring', 'public', 'set']",2020-06-01 00:00:00,Q6,6
1448,"['listen', 'learn', 'act', 'reform']","['doubly', 'disappointing', 'offer', 'lesson', 'improve', 'improved', 'training', 'policy', 'oversight']",2020-06-01 00:00:00,Q6,3
1449,"['accused', 'driving', 'protester']","['told', 'protester', 'yelled', 'kicked', 'car', 'attempted', 'grab', 'open', 'driver', 'side', 'window', 'shot', 'reached']",2020-06-01 00:00:00,Q6,6
1450,"['history', 'racism', 'brutality', 'pandemic', 'led', 'extraordinary', 'moment']","['dr', 'martin', 'luther', 'king', 'jr', 'fought', 'brutality', 'effort', 'end', 'consent', 'decree', 'federal', 'oversight']",2020-06-01 00:00:00,Q6,3
1451,"['umbrella', 'became', 'symbol', 'protest']","['iconic', 'umbrella', 'bright', 'pink', 'crowd', 'faced', 'corner', 'cal', 'anderson', 'park', 'monday', 'comer']",2020-06-01 00:00:00,Q6,3
1452,"['prosecutor', 'shot', 'protester', 'capitol', 'hill', 'likely']","['nikolas', 'fernandez', 'immediately', 'surrendered', 'barricade', 'outside', 'east', 'precinct', 'recovered', '9', 'mm']",2020-06-01 00:00:00,Q6,3
1453,"['ross', 'would', 'defunding', 'actually', 'work']","['last', 'night', 'demand', 'george', 'floyd', 'protest', 'calling', 'defund', 'defund', 'chant', 'seem']",2020-06-01 00:00:00,Q6,3
1454,"['retired', 'captain', 'facebook', 'live']","['retired', 'st', 'louis', 'captain', 'shot', 'death', 'early', 'tuesday', 'retiring', '2007', 'became', 'chief', 'molene', 'acre']",2020-06-01 00:00:00,Q6,6
1455,"['south', 'florida', 'swat', 'team', 'step', 'chief', 'kneel', 'protester']","['ten', 'member', 'south', 'florida', 'swat', 'team', 'stepped', 'role', 'citing', 'several', 'grievance', 'included', 'hallandale', 'beach']",2020-06-01 00:00:00,Q6,3
1456,"['report', 'armed', 'person', 'va', 'hospital', 'case', 'mistaken', 'identity']","['report', 'armed', 'person', 'va', 'hospital', 'tuesday', 'morning', 'case']",2020-06-01 00:00:00,Q6,6
1457,"['opinion', 'believe', 'seeing', 'choosing', 'violence']","['day', 'saw', 'council', 'member', 'question', 'use', 'tear', 'gas', 'mace', 'flash', 'bang', 'disperse', 'weekend', 'crowd', 'video', 'footage', 'clear', 'day', 'showed', 'u']",2020-06-01 00:00:00,Q6,3
1458,"['use', 'tear', 'gas', 'capitol', 'hill', 'protestors', 'allegedly', 'misuse', 'explosive', 'crowd', 'control', 'device', 'medic', 'tent']","['young', 'reported', 'almost', 'lost', 'life', 'last', 'night', 'protest', 'capitol', 'hill', 'allegedly']",2020-06-01 00:00:00,Q6,3
1459,"['jared', 'campbell', 'deploying', 'pepper', 'spray']","['response', 'social', 'medium', 'furor', 'last', 'day', 'calling', 'firing', 'worse', 'jared', 'campbell', 'following']",2020-06-01 00:00:00,Q6,3
1460,"['bellevue', 'suspends', 'use', 'neck', 'restraint']","['bellevue', 'chief', 'steve', 'mylett', 'announced', 'friday', 'would', 'prohibit', 'use', 'neck', 'restraint', 'circumstance', 'deadly', 'force']",2020-06-01 00:00:00,Q6,1
1461,"['would', 'defunding', 'actually']","['would', 'defunding', 'actually', 'mean', 'matt', 'baume', 'jun', '7', '2020', '1', '25', 'pm', 'tweet']",2020-06-01 00:00:00,Q6,3
1462,"['arrest', 'made', 'facebook', 'live', 'killing', 'retired', 'st', 'louis']","['louis', 'metropolitan', 'robinson', 'cash', 'bond', 'set', '30', '000', 'david', 'dorn', 'jimmie', 'lee', 'robinson', 'arrested', 'connection', 'tuesday']",2020-06-01 00:00:00,Q6,2
1463,"['area', 'protest', 'live', 'update', 'wednesday', 'june', '10']","['capitol', 'hill', 'protester', 'denizen', 'capitol', 'hill', 'autonomous', 'zone', 'spent', 'another', 'night', 'east', 'precinct', 'listening']",2020-06-01 00:00:00,Q6,3
1464,"['2', 'oklahoma', 'shot', 'critically', 'hurt', 'traffic', 'stop']","['found', 'david', 'anthony', 'ware', 'monday', 'morning', 'shot', 'ran', 'away', 'face', 'charge', 'intent', 'kill']",2020-06-01 00:00:00,Q6,6
1465,"['withdraws', 'lawsuit', 'challenging', 'king', 'county', 'inquest', 'killing']","['emerald', 'staff', 'dropped', 'lawsuit', 'challenging', 'king', 'county', 'reform', 'related', 'inquest', 'investigation', 'killing']",2020-06-01 00:00:00,Q6,3
1466,"['black', 'life', 'matter', 'group', 'meet', 'mayor', 'durkan', 'general', 'strike', 'march']","['black', 'life', 'matter', 'king', 'county', 'calling', 'statewide', 'general', 'strike', 'spend', '100', 'million', 'annually']",2020-06-01 00:00:00,Q6,3
1467,"['continue', 'use', 'flash', 'bang', 'grenade']","['use', 'crowd', 'control', 'tool', 'date', 'back', 'least', 'several', 'drawn', 'past', 'scrutiny', 'concern', 'civilian']",2020-06-01 00:00:00,Q6,1
1468,"['viral', 'tiktok', 'video', 'stokes', 'interest', 'human', 'remains', 'investigation']","['reason', 'believe', 'video', 'legitimate', 'continuing', 'investigation', 'victim', 'identified']",2020-06-01 00:00:00,Q6,5
1469,"['black', 'life', 'matter', 'king', 'county', 'launch', 'black', 'led', 'community', 'investment', 'fund', 'endorses', 'king', 'county', 'equity', 'coalition', 'demand']","['walden', 'leadership', 'determining', 'immediate', 'long', 'term', 'future', 'east', 'precinct', 'whose', 'history', 'rooted']",2020-06-01 00:00:00,Q6,3
1470,"['enough', 'enough', 'take', 'back', 'east', 'precinct', 'dismantles', 'chop']","['officially', 'dismantled', 'capitol', 'hill', 'occupied', 'protest', 'chop', 'early', 'wednesday', 'morning', 'reclaiming', 'area', 'around', 'east', 'precinct']",2020-06-01 00:00:00,Q6,3
1471,"['month', 'protest', 'rally', 'mayor', 'neighborhood']","['month', 'since', 'erupted', 'protest', 'killing', 'george', 'floyd', 'month', 'since', 'turned', 'militant', 'force', 'downtown']",2020-06-01 00:00:00,Q6,3
1472,"['riot', 'broke', 'hour', 'peaceful', 'protest']","['around', '9', 'p', 'kiro', 'radio', 'hanna', 'scott', 'reported', 'protester', 'told', 'breaking', 'curfew', '10', 'minute', 'disperse', '9', '30', 'p']",2020-06-01 00:00:00,Q6,3
1473,"['thousand', 'march', 'silence', 'show', 'support']","['whose', 'chapter', 'black', 'life', 'matter', 'sued', 'mayor', 'jenny', 'durkan', 'chief', 'carmen', 'best', 'treatment', 'protester']",2020-06-01 00:00:00,Q6,3
1474,"['guild', 'face', 'expulsion', 'vote']","['tonight', 'mlk', 'labor', 'hold', 'vote', 'whether', 'expel', 'mention', 'attempt', 'rehire', 'cop', 'punched']",2020-06-01 00:00:00,Q6,3
1475,"['tacoma', 'chief', 'resign', 'death', 'manuel', 'elli', 'custody']","['attorney', 'family', 'manuel', 'elli', 'urged', 'ramsdell', 'step', 'ramsdell', 'would', 'served', 'many', 'many']",2020-06-01 00:00:00,Q6,3
1476,"['caught', 'camera', '75', 'pushed', 'protest', 'suspended']","['source', 'protest', 'discipline', 'involved', 'pushing', 'video', 'last', 'night', 'swat', 'riot', 'team', 'buffalo']",2020-06-01 00:00:00,Q6,3
1477,"['council', 'responds', 'protest', 'violence']","['responding', 'violence', 'three', 'week', 'protest', 'council', 'voted', 'monday', 'ban', 'using', 'crowd', 'control']",2020-06-01 00:00:00,Q6,4
1478,"['gov', 'inslee', 'announces', 'task', 'force', 'member', 'address', 'policing', 'racial', 'justice', 'issue']","['puao', 'savusa', 'office', 'accountability', 'james', 'schrimpsher', 'chief', 'algona', 'vice', 'president', 'washington', 'state']",2020-06-01 00:00:00,Q6,3
1479,"['followup', 'investigator', 'saying']","['talked', 'mark', 'jamieson', 'aware', 'video', 'attest', 'authenticity']",2020-06-01 00:00:00,Q6,6
1480,"['bail', 'set', '150', '000', 'civilian', 'employee', 'pd', 'involved', 'road', 'rage']","['30', 'civilian', 'employee', 'held', '150', '000', 'bail', 'shot', 'road', 'rage', 'incident', 'june']",2020-06-01 00:00:00,Q6,6
1481,"['king', 'county', 'metro', 'end', 'service', 'bus', 'transportation', 'law', 'enforcement']","['metro', 'transit', 'nearby', 'washington', 'state', 'patrol']",2020-06-01 00:00:00,Q6,3
1482,"['former', 'sheriff', 'reichert', 'elected', 'official', 'failed', 'protect', 'law', 'abiding', 'citizen']","['policing', 'survive', 'without', 'public', 'approval', 'watch', 'progression', 'handled', 'protest', 'demonstration']",2020-06-01 00:00:00,Q6,3
1483,"['executive', 'order', 'mayor', 'sweep']","['update', '4', '20', 'pm', 'next', 'clear', 'capitol', 'hill', 'protest', 'zone', 'afternoon', 'press', 'conference', 'mayor', 'jenny', 'durkan', 'chief', 'carmen']",2020-07-01 00:00:00,Q7,3
1484,"['inside', 'look', 'east', 'precinct', 'clear', 'chop', 'zone']","['allowed', 'king', '5', 'photographer', 'inside', 'east', 'precinct', 'returned', 'first', 'time', 'nearly', 'three', 'week']",2020-07-01 00:00:00,Q7,3
1485,"['clear', 'chop', 'protest', 'zone']","['acting', 'executive', 'order', 'mayor', 'jenny', 'durkan', 'cleared', 'protester', 'tent', 'chop', 'near', 'east', 'precinct', 'footage', 'provided']",2020-07-01 00:00:00,Q7,3
1486,"['breaking', 'scanner', 'allegedly', 'capture', 'disturbing', 'conversation', 'among']","['scanner', 'captured', 'recorded', 'conversation', 'radio', 'frequency', 'people', 'appear']",2020-07-01 00:00:00,Q7,3
1487,"['judge', 'rule', 'medium', 'company', 'must', 'hand', 'unpublished', 'protest', 'image']","['king', 'county', 'superior', 'court', 'judge', 'nelson', 'lee', 'sided', 'morning', 'hearing', 'ruling', 'subpoena', 'enforceable', 'found']",2020-07-01 00:00:00,Q7,3
1488,"['protester', 'define', 'demand', 'council', 'struggle', 'reform']","['support', 'effort', 'abolish', 'cut', 'compromise', 'chief', 'ability']",2020-07-01 00:00:00,Q7,3
1489,"['protest', 'remain', 'peaceful', '47', 'arrested', 'saturday', 'riot']","['59', 'injured', '47', 'people', 'arrested', 'end', 'saturday', 'protest', 'hit']",2020-07-01 00:00:00,Q7,2
1490,"['council', 'want', 'fire', 'half', 'overnight', 'fact', 'checking', 'mayor', 'chief', 'claim']","['seven', 'nine', 'council', 'member', 'committed', 'cutting', 'budget', '50', 'percent', 'without', 'plan', 'durkan']",2020-07-01 00:00:00,Q7,4
1491,"['federal', 'agent', 'sent', 'area', 'mayor', 'durkan', 'seek', 'assurance', 'crack', 'protester']","['people', 'crowd', 'also', 'vandalized', 'building', 'downtown', 'capitol', 'hill', 'including', 'headquarters', 'municipal', 'court']",2020-07-01 00:00:00,Q7,3
1492,"['majority', 'council', 'pledge', 'support', 'defunding', 'plan', 'laid', 'advocate']","['majority', 'council', 'member', 'agree', 'high', 'level', 'proposal', 'advocate', 'defund', '50', 'reallocate']",2020-07-01 00:00:00,Q7,4
1493,"['black', 'life', 'matter', 'accuses', 'ambushing', 'demonstrator', 'contempt', 'court', 'weekend', 'clash']","['attorney', 'black', 'life', 'matter', 'king', 'county', 'asked', 'federal', 'judge', 'hold', 'contempt', 'injunction']",2020-07-01 00:00:00,Q7,3
1494,"['explosive', 'found', 'van', 'protest', 'weekend']","['mayor', 'jenny', 'durkan', 'chief', 'carmen', 'best', 'wednesday', 'believe', 'wholeheartedly', 'reshaping']",2020-07-01 00:00:00,Q7,3
1495,"['seize', 'weapon', 'saturday', 'riot']","['recovered', 'weapon', 'saturday', 'riot', 'east', 'precinct', 'among', 'violence']",2020-07-01 00:00:00,Q7,3
1496,"['time', 'medium', 'fight', 'subpoena', 'raw', 'footage', 'photo', 'protest']","['gone', 'court', 'gain', 'access', 'unpublished', 'medium', 'image', 'may', '30', 'protest', 'part', 'investigation', 'identify']",2020-07-01 00:00:00,Q7,5
1497,"['community', 'explains', 'council', 'defunded', 'would', 'work']","['defund', '50', 'percent', 'key', 'demand', 'mayor', 'jenny', 'durkan', 'proposed', 'cut', '409', 'million', 'budget']",2020-07-01 00:00:00,Q7,4
1498,"['bothell', 'local', 'kid']","['occurred', 'amid', 'violent', 'night', 'area', 'shoop', 'death', 'first', 'time', 'bothell']",2020-07-01 00:00:00,Q7,3
1499,"['tribute', 'pour', 'fallen', 'bothell']","['office', 'bureau', 'alcohol', 'tobacco', 'firearm', 'honor', 'bothell', 'duty']",2020-07-01 00:00:00,Q7,3
1500,"['injured', 'riot', 'saw', 'much', 'hate']","['getting', 'citizenship', 'ellie', 'joined', 'eager', 'help', 'bridge', 'divide']",2020-07-01 00:00:00,Q7,3
1501,"['injured', 'recount', 'clash', 'protester', 'east', 'precinct', 'saturday']","['scrutiny', 'handled', 'crowd', 'saturday', 'group', 'determined', 'cause', 'destruction', 'also', 'injured']",2020-07-01 00:00:00,Q7,3
1502,"['van', 'abandoned', 'east', 'precinct', 'protest']","['wednesday', 'found', 'firework', 'saw', 'van', 'following', 'protester', '12th', 'ave', 'saturday', 'afternoon']",2020-07-01 00:00:00,Q7,3
1503,"['protester', 'boycott', 'starbucks', 'targeting', 'donation', 'foundation']","['speaker', 'university', 'washington', 'black', 'life', 'matter', 'movement', 'named', 'aliyah', 'argued', 'cannot']",2020-07-01 00:00:00,Q7,3
1504,"['council', 'home', 'cut', 'defunding', 'proponent', 'skeptic', 'mobilize']","['council', 'member', 'starting', 'home', 'specific', 'cut', 'group', 'advocating', 'approach', 'public', 'safety']",2020-07-01 00:00:00,Q7,4
1505,"['council', 'could', 'make', 'deeper', 'cut', 'budget', 'proposed', 'mayor', 'jenny', 'durkan']","['budget', 'cut', 'mayor', 'jenny', 'durkan', 'proposed', 'identified', 'response', 'coronavirus', 'pandemic']",2020-07-01 00:00:00,Q7,4
1506,"['driver', 'smash', 'black', 'life', 'matter', 'crowd']","['report', 'scene', 'washington', 'state', 'update', 'report', 'incident', 'kelete', 'drove']",2020-07-01 00:00:00,Q7,3
1507,"['dozen', 'protester', 'file', 'claim', 'king', 'county', 'washington', 'claiming', 'negligence', 'excessive', 'force']","['protest', 'systemic', 'racism', 'brutality', 'helped', 'propel', 'legislative', 'push', 'cut', 'half', 'funding']",2020-07-01 00:00:00,Q7,3
1508,"['supporter', 'rally', 'keep', 'funding']","['seven', 'nine', 'council', 'member', 'support', '50', 'cut', 'budget', 'mayor', 'jenny', 'durkan', 'chief', 'carmen', 'best']",2020-07-01 00:00:00,Q7,4
1509,"['council', 'member', 'seek', 'create', 'first', 'responder', 'alternative']","['building', 'fire', 'send', 'send', 'lewis', 'want', 'council', 'consider', 'cutting', 'funding', 'pay']",2020-07-01 00:00:00,Q7,4
1510,"['hundred', 'sound', 'defunding', 'council', 'get', 'closer', 'vote']","['council', 'heard', 'hundred', 'wednesday', 'budget', 'meeting', 'member', 'get', 'closer', 'vote', 'whether', 'defund']",2020-07-01 00:00:00,Q7,4
1511,"['cutting', 'budget', 'half', 'irresponsible']","['council', 'member', 'announced', 'recently', '7', '2', 'majority', 'cut', 'budget', '50', 'slow']",2020-07-01 00:00:00,Q7,4
1512,"['business', 'looted', 'pair', 'fire', 'started', 'capitol', 'hill']","['made', 'arrest', 'life', 'safety', 'primary', 'focus', 'statement', 'people', 'damage', 'property', 'move']",2020-07-01 00:00:00,Q7,3
1513,"['chief', 'mayor', 'take', 'cop', 'process', 'diversion', 'referral']","['reason', 'lengthy', 'delay', 'serf', 'gatekeeper', 'role', 'lead', 'function', 'signed']",2020-07-01 00:00:00,Q7,3
1514,"['speak', 'candidly', 'movement', 'defund']","['night', 'meant', 'chance', 'public', 'meet', 'color', 'work', 'open', 'dialogue']",2020-07-01 00:00:00,Q7,3
1515,"['resident', 'march', 'council', 'member', 'home', 'publicly', 'supporting', 'defunding']","['group', 'want', 'councilwoman', 'debora', 'juarez', 'publicly', 'support', 'de', 'funding', '50', '2', 'councilors', 'publicly', 'announced']",2020-07-01 00:00:00,Q7,3
1516,"['community', 'group', 'defund', 'phase']","['community', 'group', 'defund', 'phase', 'matt', 'markovich', 'komo', 'news', 'reporter', 'tuesday', 'july', '14th', '2020', 'aa']",2020-07-01 00:00:00,Q7,3
1517,"['court', 'order', 'council', 'law', 'stop', 'using', 'pepper', 'spray', 'projectile']","['mayor', 'concern', 'initial', 'use', 'force', 'response', 'black', 'life', 'matter', 'protest', 'quickly']",2020-07-01 00:00:00,Q7,1
1518,"['sw', 'precinct', 'boarded', 'precaution', 'protestors']","['carmen', 'best', 'chief', 'sent', 'letter', 'business', 'please', 'know', 'committed', 'addressing']",2020-07-01 00:00:00,Q7,3
1519,"['mayor', 'jenny', 'durkan', 'asks', 'judge', 'reconsider', 'recall', 'decision', 'duty', 'dictate', 'policy']","['robert', 'wrote', 'ballot', 'synopsis', 'potential', 'recall', 'election', 'alleging', 'durkan', 'failed', 'institute', 'policy', 'safety', 'measure']",2020-07-01 00:00:00,Q7,3
1520,"['bothell', 'friendly', 'fire', 'prosecutor', 'charge', 'accused', 'starting', 'gunfight', 'murder']","['bothell', 'jonathan', 'shoop', 'fatally', 'shot', 'head', 'monday', 'retired', '2012', '30', 'los', 'angeles']",2020-07-01 00:00:00,Q7,6
1521,"['protester', 'charged', 'arson', 'fire', 'set', 'east', 'precinct', 'chop']","['tacoma', 'tie', 'charged', 'arson', 'federal', 'court', 'agent', 'set', 'small', 'fire', 'east']",2020-07-01 00:00:00,Q7,7
1522,"['rally', 'reiterates', 'need', 'defunding', 'sawant', 'guild', 'obstacle']","['council', 'member', 'kshama', 'sawant', 'speaking', 'marcher', 'specifically', 'denied', 'guild', 'spog', 'stand', 'way', 'defunding']",2020-07-01 00:00:00,Q7,4
1523,"['mother', '19', 'fatally', 'shot', 'chop', 'zone', 'file', 'wrongful', 'death', 'claim']","['largely', 'blocked', 'law', 'enforcement', 'access', 'chop', 'area', 'amid', 'demand', 'racial', 'justice', 'defund']",2020-07-01 00:00:00,Q7,3
1524,"['community', 'organization', 'advocate', 'mixed', 'defunding', 'pd']","['community', 'organization', 'advocate', 'mixed', 'defunding', 'pd', 'movement', 'defund', 'reallocate', 'resource']",2020-07-01 00:00:00,Q7,3
1525,"['protester', 'block', 'major', 'intersection', 'protest', 'shaun', 'fuhr']","['family', 'member', 'called', 'noah', 'zech', 'swat', 'shot', 'fuhr', 'fired', 'charged', 'fatal', 'addition', 'thorough']",2020-07-01 00:00:00,Q7,6
1526,"['editor', 'fought', 'subpoena', 'unpublished', 'protest', 'photo', 'video']","['editor', 'fought', 'subpoena', 'unpublished', 'protest', 'photo', 'video', 'july', '29', '2020', '7', '02', 'pm', 'updated', 'july', '29']",2020-07-01 00:00:00,Q7,3
1527,"['battle', 'council', 'defund', 'plan', 'ending', 'neighborhood']","['50', 'protester', 'tuesday', 'marched', 'home', 'removed', 'political', 'fight', 'defunding']",2020-07-01 00:00:00,Q7,3
1528,"['defund', 'alarming', 'reckless']","['many', 'aspect', 'progress', 'consent', 'decree', 'including', 'review', 'force', 'crisis', 'intervention', 'serve']",2020-07-01 00:00:00,Q7,1
1529,"['council', 'president', 'address', 'protest', 'targeting', 'council', 'member', 'house']","['pedersen', 'juarez', 'support', 'making', 'cut', 'budget', 'unlike', 'colleague', 'committed', 'goal']",2020-07-01 00:00:00,Q7,4
1530,"['defend', 'response', 'weekend', 'black', 'life', 'matter', 'protest', 'deny', 'violation', 'court', 'use', 'force', 'limit']","['lawyer', 'late', 'wednesday', 'asked', 'federal', 'judge', 'reject', 'allegation', 'intentionally', 'indiscriminately', 'used']",2020-07-01 00:00:00,Q7,3
1531,"['rantz', 'molly', 'moon', 'ice', 'cream', 'go', 'war', 'ban', 'weapon']","['molly', 'moon', 'ice', 'cream', 'shop', 'joined', 'culture', 'war', 'cop', 'sending', 'loud', 'clear', 'message', 'welcome']",2020-07-01 00:00:00,Q7,3
1532,"['reflecting', 'chop', 'resistance', 'memory', 'imagination']","['lack', 'imagination', 'lived', 'wto', 'treatment', 'generation', 'protester']",2020-07-01 00:00:00,Q7,3
1533,"['duty', 'accused', 'driving', 'crowd', 'longer', 'work']","['friday', 'protester', 'accused', 'driving', 'crowd', 'duty', 'longer', 'employed']",2020-07-01 00:00:00,Q7,3
1534,"['shoreline', 'fatally', 'shoot', 'accused', 'stabbing', '62', 'walker', 'dog']","['force', 'investigation', 'team', 'investigating', 'deadly', 'detective', 'involved', 'placed', 'administrative']",2020-07-01 00:00:00,Q7,5
1535,"['dy', 'shot', 'inside', 'lobby', 'motel']","['investigating', 'shot', 'inside', 'lobby', 'motel', 'north']",2020-07-01 00:00:00,Q7,6
1536,"['would', 'defunding', 'look', 'like', 'former', 'prosecutor', 'weighs']","['protester', 'called', 'defunding', 'continues', 'mayor', 'jenny', 'durkan', 'chief', 'carmen', 'best', 'agree', 'change']",2020-07-01 00:00:00,Q7,3
1537,"['enormous', 'issue', 'stake', 'case', 'use', 'force', 'protester', 'judge', 'hearing', 'set']","['federal', 'judge', 'set', 'five', 'day', 'aside', 'beginning', 'aug', '26', 'hearing', 'determine', 'whether', 'contempt', 'injunction', 'barring', 'use']",2020-07-01 00:00:00,Q7,3
1538,"['message', 'southwest', 'precinct', 'commander', 'kevin']","['coming', 'captain', 'grossman', 'earned', 'law', 'degree', 'way', 'council', 'defund', '50']",2020-07-01 00:00:00,Q7,4
1539,"['release', 'bodycam', 'video', 'improvised', 'explosive', 'device', 'thrown', 'saturday', 'protest']","['sunday', 'released', 'video', 'show', 'improvised', 'explosive', 'device', 'thrown', 'violent', 'protest']",2020-07-01 00:00:00,Q7,0
1540,"['increase', 'portland', 'protest']","['earlier', 'month', 'gun', 'violence', 'reduction', '34', 'member', 'team', 'dissolved', 'response', 'reform', 'change']",2020-07-01 00:00:00,Q7,3
1541,"['mayor', 'durkan', 'talk', 'increased', 'covid', '19', 'concern']","['spokesperson', 'chris', 'fisher', 'filling', 'chief', 'carmen', 'best', 'due', 'urgent', 'issue', 'stood', 'use', 'pepper', 'spray', 'blast']",2020-07-01 00:00:00,Q7,1
1542,"['duty', 'drove', 'car', 'protest', 'crowd', 'longer', 'employed']","['post', 'online', 'blotter', 'driver', 'attempted', 'drive', 'opening', 'crowd', 'crowd', 'surrounded']",2020-07-01 00:00:00,Q7,3
1543,"['body', 'camera', 'gain', 'attention', 'u', 'expanding', 'well', 'beyond', 'law', 'enforcement']","['axon', 'make', 'body', 'camera', 'minneapolis', 'force', 'four', 'charged', 'floyd', 'killing', 'may']",2020-07-01 00:00:00,Q7,3
1544,"['duty', 'cop', 'involved', 'collision', 'driving', 'protest', 'crowd']","['duty', 'collided', 'another', 'vehicle', 'incident', 'referred', 'office']",2020-07-01 00:00:00,Q7,3
1545,"['councilmember', 'home', 'targeted', 'stance', 'defunding']","['councilmember', 'home', 'targeted', 'protester', 'want', 'defund', 'demanding', 'alex', 'pedersen', 'vote']",2020-07-01 00:00:00,Q7,3
1546,"['reopen', '12th', 'pine', 'amid', 'ongoing', 'protest']","['announced', 'early', 'friday', 'afternoon', 'would', 'reopening', '12th', 'pine', 'area', 'remain']",2020-07-01 00:00:00,Q7,3
1547,"['youth', 'liberation', 'front', 'protest', 'recall', 'familiar', 'standoff', 'federal', 'agent', 'stay', 'view']","['time', 'medium', 'outlet', 'fighting', 'subpoena', 'turn', 'raw', 'footage', 'protest', 'may', '30']",2020-07-01 00:00:00,Q7,3
1548,"['carmen', 'best', 'chief', 'stunned', 'push', 'fire', 'cop', 'based', 'upon', 'race', 'illegal']","['reporter', 'linzi', 'sheldon', 'idea', 'layoff', 'includes', 'looking', 'number', 'sustained', 'complaint', 'station', 'reported']",2020-07-01 00:00:00,Q7,3
1549,"['2', 'dead', '2', 'hurt', 'stabbing', 'downtown', 'bellevue']","['bellevue', 'provided', 'detail', 'saturday', 'night', 'official', 'tried', 'third', 'taken', 'harborview', 'medical', 'center']",2020-07-01 00:00:00,Q7,3
1550,"['rantz', 'time', 'fight', 'defund', 'movement', 'late']","['council', 'veto', 'proof', 'majority', 'cut', 'budget', '50', 'number', 'get', 'halfway', 'abolition', 'clearly']",2020-07-01 00:00:00,Q7,4
1551,"['federal', 'agent', 'deployed', 'portland', 'protest', 'wonder', 'could', 'come', 'next']","['people', 'vandalized', 'building', 'downtown', 'sunday', 'threw', 'firework', 'shot', 'blast', 'ball', 'pepper', 'spray']",2020-07-01 00:00:00,Q7,6
