,title,media,date,desc,link,Local,quarter,cluster
1811,Man fatally stabbed near Kerry Park in Seattle,The Seattle Times,2020-09-01 00:00:00,"... collision in the 200 block of West Highland Drive, near Kerry Park, around 1 a.m. Friday, according to a statement from the Seattle Police Department.",https://www.seattletimes.com/seattle-news/crime/man-fatally-stabbed-near-kerry-park-in-seattle/,0,Q7,3
1812,"Seattle Mayor Jenny Durkan asks Supreme Court to stop recall, says none of her decisions were unreasonable",The Seattle Times,2020-09-01 00:00:00,"... and the trial court approved, a charge that Mayor Durkan 'failed to institute new policies and safety measures for the Seattle Police Department' with ...",https://www.seattletimes.com/seattle-news/politics/seattle-mayor-jenny-durkan-asks-supreme-court-to-stop-recall-says-none-of-her-decisions-were-unreasonable/,0,Q7,3
1813,Right-Wing Media Distorts Story of Machete Attack in Capitol Hill,The Stranger,2020-09-01 00:00:00,SPDs latest fortress. SPD's latest fortress. RS. On Wednesday afternoon the Seattle Police Department wrote a blog post about a woman who allegedly slashed an...,https://www.thestranger.com/slog/2020/09/11/44455356/right-wing-media-distorts-story-of-capitol-hill-machete-attack,0,Q7,3
1814,Woman shot outside Edmonds market dies,The Seattle Times,2020-09-01 00:00:00,The Seattle Times generally does not name suspects until they are charged. Police later recovered the white Toyota at the man's Everett home and two guns — one...,https://www.seattletimes.com/seattle-news/crime/woman-shot-outside-edmonds-market-dies/,0,Q7,3
1815,OPINION: Beware the Bootleg Rolex (A Response to Mayor Durkan’s $100 Million Proposal for BIPOC Communities),South Seattle Emerald,2020-09-01 00:00:00,"I've also witnessed the Seattle Police Department's (SPD) propensity to criminalize black adolescence. For these reasons and many more, the prospect of...",https://southseattleemerald.com/2020/09/27/beware-the-bootleg-rolex-a-response-to-mayor-durkans-100-million-proposal-for-bipoc-communities/,0,Q7,3
1816,"SPD: Police car set on fire while officer inside, 1 in custody",KIRO-TV,2020-10-01 00:00:00,"SEATTLE — One person is in custody after allegedly setting a police car on fire while an officer was inside, according to the Seattle Police Department.",https://www.kiro7.com/news/local/spd-police-car-set-fire-while-officer-inside-1-custody/57FXCZHZZZBD3CFNUI5IE6VFM4/,0,Q8,6
1817,"September sets record for Seattle police officers leaving the city, new report shows",KOMO News,2020-10-01 00:00:00,"SEATTLE — Officers from the Seattle Police Department who opted to leave employment with the city set a record last month, according to a new report on ...",https://komonews.com/news/local/september-set-record-for-seattle-police-officers-leaving-the-city-new-report-shows,0,Q8,3
1818,Why are so many Seattle Police Department officers leaving the city?,KOMO News,2020-10-01 00:00:00,Acting Seattle police Chief Adrian Diaz said Monday that calls to defund the department as well as re-deployments are the primary reasons why a record ...,https://komonews.com/news/local/why-are-so-many-seattle-police-department-officers-leaving-the-city,0,Q8,3
1819,"SPD Outlines New Community Response Group Initiative, But Questions Remain",South Seattle Emerald,2020-10-01 00:00:00,"Joined by two other officers, Seattle Police Department (SPD) Interim Chief Adrian Diaz held a brief press conference on Oct. 7 about the new Community ...",https://southseattleemerald.com/2020/10/07/spd-outlines-new-community-response-group-initiative-but-questions-remain/,0,Q8,3
1820,Seattle City Council members weigh potential changes to Mayor Durkan’s 2021 police budget plan,The Seattle Times,2020-10-01 00:00:00,"Durkan instead promised $100 million in undetermined investments in communities of color, paired with Police Department reductions on a smaller scale.",https://www.seattletimes.com/seattle-news/politics/seattle-council-members-weigh-potential-changes-to-mayor-durkans-2021-police-budget-plan/,0,Q8,3
1821,Police kill dog that attacked three people in North Seattle apartment,The Seattle Times,2020-10-01 00:00:00,Two other people were treated at the scene. An earlier tweet from the Seattle Police Department said the dog attacked its owner. Seattle Times staff ...,https://www.seattletimes.com/seattle-news/police-kill-dog-that-attacked-three-people-in-north-seattle-apartment/,0,Q8,3
1822,Poll: Most Seattle voters oppose cutting police funding by 50%,Seattle PI,2020-10-01 00:00:00,A majority of Seattle and King County voters in a new poll said they don't ... move forward with plans to layoff 70 people in the Seattle Police Department.,https://www.seattlepi.com/seattlenews/article/crosscut-poll-seattle-voters-oppose-cutting-police-15631689.php,0,Q8,3
1823,Seattle police investigating string of violence that left two people dead,KING 5,2020-10-01 00:00:00,It all started with a shooting on 60th Ave. South near Emerson Elementary School in south Seattle. SPD said nearly 70 rounds were fired in the late afternoon.,https://www.king5.com/article/news/crime/seattle-police-investigating-string-of-violence-that-left-two-people-dead/281-14e32f5c-871d-41bd-a208-7fd9c91c715b,0,Q8,3
1824,City Council proposes to defund SPD by 17 percent in 2021 in latest legislation,KOMO News,2020-10-01 00:00:00,The Seattle Police Department's budget in 2020 was $409 million. What is missing is the 50 percent cut demanded by many protesters in the defund police movement ...,https://komonews.com/news/local/city-council-proposes-to-defund-spd-by-17-percent-in-2021-in-latest-legislation,0,Q8,4
1825,Seattle Police Department brings 'perfect storm' concerns to ...,CHS Capitol Hill Seattle,2020-10-01 00:00:00,Seattle Police Department brings 'perfect storm' concerns to East Precinct ... Focusing on the most serious crimes that SPD uses for its statistical ...,https://www.capitolhillseattle.com/2020/10/seattle-police-department-brings-perfect-storm-crime-concerns-to-east-precinct-community-crime-meeting/,0,Q8,3
1826,Seattle Police Department rolls out new Community Response ...,CHS Capitol Hill Seattle,2020-10-01 00:00:00,"The Seattle Police Department is unveiling its new Community Response Group, a 100-officer unit that interim Chief Adrian Diaz said is helping bring down ...",https://www.capitolhillseattle.com/2020/10/seattle-police-department-rolls-out-new-community-response-group-with-100-officers-to-speed-up-911-respond-to-demonstrations/,0,Q8,3
1827,Police shooting of Black man near Portland raises tension,The Seattle Times,2020-10-01 00:00:00,"The investigation has been referred to the Southwest Washington Independent Investigation Team, and the Camas Police Department is taking the lead, ...",https://www.seattletimes.com/seattle-news/father-21-year-old-black-man-killed-by-deputies-in-clark-county-washington-was-a-former-football-player-with-a-baby-daughter/,0,Q8,5
1828,More than 200 animals found in West Seattle home in 'severe case' of neglect,KOMO,2020-10-01 00:00:00,"The Seattle Police Department and Seattle Animal Shelter found 200 animals inside a home near 26th Ave SW and SW Findlay Street, with many dead animals ...",https://komonews.com/news/local/more-than-200-animals-found-in-west-seattle-home-in-severe-case-of-neglect,0,Q8,3
1829,7 injured when vehicle crashes into restaurant in Chinatown-International District,The Seattle Times,2020-10-01 00:00:00,"... after a vehicle crashed into a restaurant in Seattle's Chinatown-International District ... around 2 p.m., according to the Seattle Police Department.",https://www.seattletimes.com/seattle-news/4-injured-when-vehicle-crashes-into-restaurant-in-chinatown-international-district/,0,Q8,3
1830,"‘SPD officers deserve to be safe on the job, too’: Seattle’s interim police chief condemns violence at protests",The Seattle Times,2020-10-01 00:00:00,Interim Seattle Police Chief Adrian Diaz on Monday denounced ongoing property destruction and violence targeting officers in light of a first-degree assault ...,https://www.seattletimes.com/seattle-news/crime/spd-officers-deserve-to-be-safe-on-the-job-too-seattles-interim-police-chief-condemns-violence-at-protests/,0,Q8,3
1831,New Seattle Police Chief Adrian Diaz plans to put more officers on patrol,The Seattle Times,2020-10-01 00:00:00,"Adrian Diaz, the Seattle Police Department's new interim chief, inherited a long list of challenges that would be a test of leadership for just about ...",https://www.seattletimes.com/seattle-news/crime/new-seattle-police-chief-adrian-diazs-first-month-focuses-on-getting-more-officers-on-patrol/,0,Q8,3
1832,"Seattle LGBTQ Commission, in close vote, calls on Mayor Jenny Durkan to resign",The Seattle Times,2020-10-01 00:00:00,"Up for reelection in 2021, Durkan has drawn criticism from many Seattle residents this year for allowing the Police Department to crack down on Black Lives ...",https://www.seattletimes.com/seattle-news/politics/seattle-lgbtq-commission-in-close-vote-calls-on-mayor-jenny-durkan-to-resign/,0,Q8,3
1833,Former Seattle police Chief Carmen Best makes debut on NBC News’ TODAY as a contributor,The Seattle Times,2020-10-01 00:00:00,"Carmen Best, the police chief who retired from the Seattle Police Department (SPD) last month in protest over the City Council's plan to lay off officers ...",https://www.seattletimes.com/seattle-news/crime/former-seattle-police-chief-carmen-best-makes-debut-on-nbc-news-today-as-a-contributor/,0,Q8,4
1834,"Homeless response, BIPOC investments, public safety in first week of Seattle’s 2021 budget work",MyNorthwest.com,2020-10-01 00:00:00,"It was a busy week of budget work in Seattle that saw the end of the Navigation Team, the start of out-of-order layoffs at the Seattle Police Department, ...",https://mynorthwest.com/2206027/seattle-2021-budget-work/,0,Q8,3
1835,Seattle Human Rights Commission calls for Mayor Jenny Durkan to resign or be removed,The Seattle Times,2020-10-01 00:00:00,"“While the Seattle Human Rights Commission may disagree with the Mayor's veto (on Police Department cuts) and her position that we cannot defund SPD by 50%, ...",https://www.seattletimes.com/seattle-news/politics/seattle-human-rights-commission-calls-for-mayor-jenny-durkan-to-resign-or-be-removed/,0,Q8,4
1836,Seattle sues Trump over threats to cut funding from cities he called 'anarchist',KING 5,2020-10-01 00:00:00,"... abandoning the Seattle Police Department's East Precinct building and forbidding the police force from intervening to restore order,"" the memo read.",https://www.king5.com/article/news/politics/seattle-sues-trump-administration/281-e8445445-8e7c-4e66-b7f5-54611acbd2e4,0,Q8,3
1837,"‘No room for hate’: Indiana police recruit fired for neo-Nazi ties, chief says",KIRO-TV,2020-10-01 00:00:00,"The Lafayette Police Department launched an investigation into Joseph Zacharek, who was hired in June, after being notified Friday night via Twitter of his ...",https://www.kiro7.com/news/trending/no-room-hate-indiana-police-recruit-fired-neo-nazi-ties-chief-says/QLGUUAT2WNFZZEIIILHOUDU23A/,0,Q8,5
1838,"Seattle defends protest response, says police did not violate court order",The Seattle Times,2020-10-01 00:00:00,"As part of the city's response, an SPD lieutenant and captain filed declarations arguing police officers faced threats at those protests that allowed them to ...",https://www.seattletimes.com/seattle-news/seattle-defends-protest-response-says-police-did-not-violate-court-order/,0,Q8,3
1839,"Military, police in Washington state prepare for possible civil unrest after election",The Seattle Times,2020-10-01 00:00:00,"The Seattle Police Department says dozens of officers have been injured during the protests, often by rocks, fireworks and thrown water bottles, and the ...",https://www.seattletimes.com/seattle-news/crime/military-police-in-washington-state-prepare-for-possible-civil-unrest-after-election/,0,Q8,3
1840,"16 arrested for property destruction, assault during demonstration on Capitol Hill",KOMO News,2020-10-01 00:00:00,SEATTLE - Seattle Police say 16 people were arrested Saturday night for ... She has full confidence that Interim Chief Diaz and SPD will continue to ...,https://komonews.com/news/local/16-arrested-for-property-destruction-assault-during-demonstration-on-capitol-hill,0,Q8,2
1841,Seattle City Council approves funding for Navigation Team replacement,MyNorthwest.com,2020-10-01 00:00:00,The Navigation Team ended after the council stripped funding earlier in 2020 over concerns about the Seattle Police Department's involvement and the city's ...,https://mynorthwest.com/2262065/seattle-city-council-approves-funding-for-navigation-team-replacement/,0,Q8,4
1842,"On 150th day of Seattle protests, demonstrators say more work remains",The Seattle Times,2020-10-01 00:00:00,"Seattle BLM Protests: 150 days,” the banner read. ... The Seattle City Council has already made some changes to the Seattle Police Department, ...",https://www.seattletimes.com/seattle-news/on-150th-day-of-seattle-protests-demonstrators-say-more-work-remains/,0,Q8,4
1843,Missing baby kangaroo found in Monroe,The Seattle Times,2020-10-01 00:00:00,"Police initially said the kangaroo was 8 weeks old, but Monroe Police Department spokesperson ... the spokesperson wrote in an email to The Seattle Times.",https://www.seattletimes.com/seattle-news/baby-kangaroo-missing-in-monroe/,0,Q8,3
1844,Hundreds of callers join final public hearing to discuss Seattle's police budget,KOMO,2020-10-01 00:00:00,"Much of the focus on Tuesday night was over the Seattle Police Department, ... “In the 2021 budget we demand the defunding of SPD by at least 50 percent and ...",https://komonews.com/news/local/hundreds-of-callers-join-final-public-hearing-to-discuss-seattles-budget,0,Q8,4
1845,"As Public Demands for Police Cuts Continue, Parking ...",PubliCola,2020-10-01 00:00:00,"During a public safety budget hearing last Thursday, Seattle City Council ... role of the Seattle Police Department: SPD's Parking Enforcement Unit.",https://publicola.com/2020/10/08/as-public-demands-for-police-cuts-continue-parking-enforcement-officers-could-take-on-greater-role/,0,Q8,4
1846,Seattle will spend $2M through end of 2020 on team to ...,CHS Capitol Hill Seattle,2020-10-01 00:00:00,The Seattle City Council Monday voted 7 to 1 to spend more than $2 million ... back spending on the Seattle Police Department in favor of increased funding ...,https://www.capitolhillseattle.com/2020/10/seattle-will-spend-2m-through-end-of-2020-on-team-to-provide-homelessness-outreach-services-without-police/,0,Q8,4
1847,More Seattle protest arrests as police move in on march in ...,CHS Capitol Hill Seattle,2020-10-01 00:00:00,SPD said the demonstration began around 8 PM on Capitol Hill with marchers leaving Seattle Central and traveling through neighborhood streets. Police ...,https://www.capitolhillseattle.com/2020/10/more-seattle-protest-arrests-as-police-move-in-on-march-in-central-district-after-reported-property-damage/,0,Q8,3
1848,'Black Lives Matter' mural with anti-police messaging causes controversy in Seattle,KOMO News,2020-10-01 00:00:00,"SEATTLE (KOMO) — Born from the Capitol Hill Occupied Protest, a striking “Black Lives Matter” mural on Pine Street that was deteriorating has since been ...",https://komonews.com/news/local/black-lives-matter-mural-with-anti-police-messaging-causes-controversy-in-seattle,0,Q8,3
1849,Man suffers leg injury in shooting near Bitter Lake,The Seattle Times,2020-10-01 00:00:00,"... was shot near Seattle's Bitter Lake neighborhood Tuesday night, police said. ... North just before 8 p.m., according to the Seattle Police Department.",https://www.seattletimes.com/seattle-news/crime/man-suffers-life-threatening-injuries-in-shooting-near-bitter-lake/,0,Q8,6
1850,Man suffers leg injury in Georgetown shooting,The Seattle Times,2020-10-01 00:00:00,"The man was shot in a parking lot in the 5300 block of Fourth Avenue South around 5 p.m., according to the Seattle Police Department.",https://www.seattletimes.com/seattle-news/crime/man-suffers-leg-injury-in-georgetown-shooting/,0,Q8,6
1851,"Seattle Police arrest man in stolen car, recover sawed-off shotgun, 31 grams of meth",KOMO News,2020-10-01 00:00:00,SEATTLE – Seattle Police detectives arrested a man in West Seattle's Delridge neighborhood Sunday for possession of a stolen vehicle and unlawful possession ...,https://komonews.com/news/local/seattle-police-arrest-man-in-stolen-car-recover-sawed-off-shotgun-31-grams-of-meth,0,Q8,2
1852,Slain LA cop’s family hopes for retrial 37 years later,The Seattle Times,2020-10-01 00:00:00,"LOS ANGELES (AP) — On June 2, 1983, Los Angeles Police Officer Paul Verna was killed in the line of duty. That is not in dispute.",https://www.seattletimes.com/nation-world/nation/slain-la-cops-family-hopes-for-retrial-37-years-later/,0,Q8,3
1853,Rapper Offset detained by police at Trump rally,KIRO-TV,2020-10-01 00:00:00,"“Artist and Philanthropist Offset was detained by the Beverly Hills Police Department following an attack by aggressive Trump supporters,” a spokesperson ...",https://www.kiro7.com/news/trending/rapper-offset-detained-by-police-trump-rally/ATMN6UQPQBDWJDK4QQOJGRZSO4/,0,Q8,3
1854,Police searching for suspects who allegedly shot man in leg in Eastlake neighborhood,The Seattle Times,2020-10-01 00:00:00,"Police searching for suspects who allegedly shot man in leg in Eastlake ... a gunshot wound to his thigh, according to the Seattle Police Department.",https://www.seattletimes.com/seattle-news/crime/police-searching-for-suspects-who-allegedly-shot-man-in-leg-in-eastlake-neighborhood/,0,Q8,6
1855,Prosecutors: Teen killed Seattle mother after walking away from group home,KIRO-TV,2020-10-01 00:00:00,"A check of Seattle Police Department records showed there was a history of domestic violence accusations between the mother and son, and in one incident in ...",https://www.kiro7.com/news/local/prosecutors-teen-killed-seattle-mother-after-walking-away-group-home/XUOGF5ASBBB3JIEZOFVJKYTBIE/,0,Q8,3
1856,"Affidavit: Jonathan Price offered Texas officer handshake, asked how he was before being killed",KIRO-TV,2020-10-01 00:00:00,"Price, 31, was slain Saturday by former Wolfe City police Officer Shaun David ... his “egregious violation of the city's and police department's policies,” ...",https://www.kiro7.com/news/trending/affidavit-jonathan-price-offered-texas-officer-handshake-asked-how-he-was-before-being-killed/ZE7UFWSQLZGIZDD5CYVTGJAT4Q/,0,Q8,3
1857,Sammamish police return stolen ballots after thieves target mailboxes,KING 5,2020-10-01 00:00:00,"Police in Sammamish are warning voters to make sure they received their ... their suspicion,” said Sgt. Ed Hall with the Sammamish Police Department.",https://www.king5.com/article/news/local/sammamish-police-return-stolen-ballots-after-thieves-target-mailboxes/281-aa07f961-270a-4591-8a92-762c2cc7bc15,0,Q8,3
1858,Seattle police report record-setting homicides in 2020,KING 5,2020-10-01 00:00:00,"With that death, Seattle is on pace for the highest homicide rate it's seen ... crime in Seattle comes during a tumultuous time for the police department.",https://www.king5.com/article/news/local/seattle-police-reports-49-murders-setting-pace-for-record-homicides/281-c32aa4ae-ef9c-485f-a9d8-1113b491fc9d,0,Q8,3
1859,Police: Las Vegas man refused to let anyone break window to ...,KIRO-TV,2020-10-01 00:00:00,Las Vegas Metro Police Department spokesperson Larry Hadfield said the officers waited to bust the window because Deal was “adamant about protecting the car ...,https://www.kiro7.com/news/trending/police-las-vegas-man-refused-let-anyone-break-window-rescue-daughter-hot-car/LGNIZTK74VHH5OQCG7MWUZAUOA/,0,Q8,3
1860,"Many Seattle protesters arrested are white, from other cities, analysis finds",KING 5,2020-10-01 00:00:00,"In September, federal prosecutors accused Jacob Little of stealing an M4 rifle from the back of a charred Seattle police vehicle on May 30 during riots that ...",https://www.king5.com/article/news/investigations/analysis-of-seattle-protester-arrests/281-908cad06-29be-408a-9093-3f45941bc039,0,Q8,3
1861,Seattle woman assaulted while locked in apartment for weeks,KING 5,2020-10-01 00:00:00,"SEATTLE — A woman was locked in a Seattle apartment for two weeks, enduring physical and sexual assault, according to charging documents. The Seattle Police ...",https://www.king5.com/article/news/seattle-woman-assaulted-while-locked-in-apartment-for-weeks/281-b13a1a21-0bfb-4515-b783-208344fe3114,0,Q8,3
1862,Seattle man charged with 2 counts of assault after allegedly setting police vehicle on fire,The Seattle Times,2020-10-01 00:00:00,"He is currently on paid administrative leave, per the Police Department's policy when officers fire their weapons. “The defendant confessed to all of this in an ...",https://www.seattletimes.com/seattle-news/crime/seattle-man-charged-with-2-counts-of-assault-after-allegedly-setting-police-vehicle-on-fire/,0,Q8,3
1863,Former Seattle public safety advisor raises alarm over Herbold proposal on misdemeanors,MyNorthwest.com,2020-10-01 00:00:00,"The idea behind a proposal from Seattle City Council Public Safety Committee Chair ... of the Seattle Police Department, No Youth Jail, and other changes, ...",https://mynorthwest.com/2264344/seattle-public-safety-advisor-herbold-misdemeanor-proposal/?,0,Q8,4
1864,"7 people, including 4 children, shot in Mesa parking lot, police say",KIRO-TV,2020-10-01 00:00:00,"The shooting occurred at about 9:30 p.m., Mesa Police Department spokesperson Detective Nik Rasheta told The Arizona Republic.",https://www.kiro7.com/news/trending/7-people-shot-mesa-parking-lot-police-say/2JCDCHKFY5BIBFFBJJD5IT6BJU/,0,Q8,3
1865,Seattle homicide suspect arrested in Nevada more than a year after deadly shooting on Aurora Avenue North,The Seattle Times,2020-10-01 00:00:00,"The circumstances of McCalister's arrest weren't clear Tuesday: The Las Vegas Metropolitan Police Department did not make the initial arrest, according to a ...",https://www.seattletimes.com/seattle-news/crime/seattle-homicide-suspect-arrested-in-nevada-more-than-a-year-after-deadly-shooting-on-aurora-avenue-north/,0,Q8,3
1866,‘Homeless Jesus’ sculpture prompts call to police,KIRO-TV,2020-10-01 00:00:00,"We have nothing but gratitude and respect for the Bay Village Police Department.” A similar incident happened in Davidson, North Carolina, NPR reported in ...",https://www.kiro7.com/news/trending/homeless-jesus-sculpture-prompts-call-police/T3VOF5YAJ5GWJFBLS6ZGHTOXXE/,0,Q8,3
1867,"Man, woman charged for alleged Molotov cocktail attack on Seattle's East Precinct during riot",KING 5,2020-10-01 00:00:00,"... October 17, 2020, we were made aware that Danielle McMillan was arrested on charges of attempted arson on the Seattle Police Department's East Precinct.",https://www.king5.com/article/news/crime/man-woman-charged-for-alleged-molotov-cocktail-attack-on-seattles-east-precinct-during-riot/281-f0fc5597-d394-40c0-8498-c69aa5a23040,0,Q8,2
1868,Law enforcement share their experiences on the other side of the protest line,KING 5,2020-10-01 00:00:00,"Seattle Police Officer Elyssa Khalifé, who goes by Officer Ellie, was one of 59 members of the police department who said they were injured in July during a ...",https://www.king5.com/article/news/community/facing-race/law-enforcement-officers-share-their-experience-on-the-other-side-of-the-protest-line/281-3f3c075d-f3ea-4679-af95-a109b486e8e7,0,Q8,3
1869,‘It’s beyond words’ - Grandparents targeted in drive-by shooting,KIRO-TV,2020-10-01 00:00:00,"The couple had a “thin blue line American flag” in their yard, meant to show support for the Seattle Police Department. They believe the display is ...",https://www.kiro7.com/news/local/its-beyond-words-grandparents-targeted-drive-by-shooting/XIJMXSO4EBHSRFERQ6EZHHIA3E/,0,Q8,3
1870,Defend police rally attracts dozens of black-clad opponents,KIRO-TV,2020-10-01 00:00:00,SEATTLE — Dozens of people gathered at Green Lake Park on Saturday in support of Seattle police. But dozens more opponents arrived and threatened to take ...,https://www.kiro7.com/news/local/defend-police-rally-attracts-dozens-black-clad-opponents/CYZYADYAQRFSHPKYYBXQ75E3RI/,0,Q8,3
1871,Law enforcement agencies prepare for potential unrest after Nov. 3 election,KOMO News,2020-10-01 00:00:00,“The Seattle Police Department has limited time-off for personnel around November 3rd to ensure the department is able to adequately provide public safety ...,https://komonews.com/news/elections/law-enforcement-agencies-prepare-for-potential-unrest-after-nov-3-election,0,Q8,3
1872,SPD union: Block to reform,The Seattle Times,2020-10-01 00:00:00,But the Seattle Police Officers Guild (SPOG) has made it nearly impossible to fire a police officer who has repeatedly demonstrated racial bias and/or blatant ...,https://www.seattletimes.com/opinion/spd-union-block-to-reform/,0,Q8,3
1873,"Two Eastside residents face criminal charges for their alleged roles in violent clashes with Seattle police, prosecutors say",The Seattle Times,2020-10-01 00:00:00,Seattle police Officer Jose Jimenez was struck from behind with the ... accused of lobbing Molotov cocktails at the Seattle Police Department's East ...,https://www.seattletimes.com/seattle-news/crime/two-eastside-residents-face-criminal-charges-for-their-alleged-roles-in-violent-clashes-with-seattle-police-prosecutors-say/,0,Q8,3
1874,17-year-old accused of killing his mom in North Seattle,Q13 FOX,2020-10-01 00:00:00,"According to the Seattle Police Department, officers were called to the 900 block of NE 105th Street by the suspect who reported the domestic violence ...",https://www.q13fox.com/news/17-year-old-accused-of-killing-his-mom-in-north-seattle,0,Q8,0
1875,"SPD breaks up protest groups, makes arrests after Capitol Hill ...",CHS Capitol Hill Seattle,2020-10-01 00:00:00,Saturday night's bursts of conflict follows a relatively quiet stretch of nights for the ongoing anti-police protesting that has continued in Seattle amid wider ...,https://www.capitolhillseattle.com/2020/10/spd-breaks-up-protest-groups-makes-arrests-after-capitol-hill-property-damage/,0,Q8,3
1876,"Swastika stickers found on Bellingham businesses in hate crime incident, police say",KOMO News,2020-10-01 00:00:00,"— A hate crime investigation is underway in Bellingham after Swastika stickers were plastered on several businesses this weekend. Right now, Bellingham Police ...",https://komonews.com/news/local/swastika-stickers-found-on-bellingham-businesses-in-hate-crime-incident-police-say,0,Q8,5
1877,Man dies after crashing motor home off Bremerton bridge,The Seattle Times,2020-10-01 00:00:00,"The incident happened around 8:43 a.m., according to the Bremerton Police Department. The road was closed for several hours Friday while the vehicle was ...",https://www.seattletimes.com/seattle-news/man-found-dead-after-crashing-motor-home-off-bremerton-bridge/,0,Q8,3
1878,How 5 women are working to turn a Seattle building into a place of healing for people leaving prison,The Seattle Times,2020-10-01 00:00:00,"She ended up meeting Seattle police Officer Kim Bogucki. Bogucki, who is assigned to the Seattle Police Department's (SPD) Collaborative Policing Bureau, ...",https://www.seattletimes.com/seattle-news/how-5-women-are-working-to-turn-a-seattle-building-into-a-place-of-healing-for-people-leaving-prison/,0,Q8,3
1879,CAPTURED: Suspect charged in CHOP murder arrested in ...,Q13 FOX,2020-10-01 00:00:00,Long was wanted by the Seattle Police Department for a shooting death of 19-year-old Lorenzo Anderson Jr. that occurred near the Seattle Capitol Hill ...,https://www.q13fox.com/news/nationwide-warrant-issued-for-chop-murder-suspect-marcel-l-long,0,Q8,3
1880,"Despite Months of Arrests and Impoundments, the Car Brigade Is Still Protecting Seattle Protesters",South Seattle Emerald,2020-10-01 00:00:00,"The protest ended with no police in sight, so the drivers went their separate ... who approached his window was from the Seattle Police Department (SPD).",https://southseattleemerald.com/2020/10/29/despite-months-of-arrests-and-impoundments-the-car-brigade-is-still-protecting-seattle-protesters/,0,Q8,3
1881,Rantz: 68 photos as Seattle Antifa agitators disrupt pro-police rally,MyNorthwest.com,2020-10-01 00:00:00,"About 50 rallygoers gathered at Green Lake Park on Saturday afternoon to support the Seattle Police Department. But in Seattle, Antifa and other activists ...",https://mynorthwest.com/2225692/rantz-68-photos-seattle-antifa-disrupt-police-rally/?,0,Q8,3
1882,"Seattle woman in viral video arrested for criminal trespassing, not refusing to wear a mask, police say",KIRO-TV,2020-10-01 00:00:00,“But a woman buying a bottle of water without a mask is?” Read the full post from the Bothell Police Department here. Cox Media Group.,https://www.kiro7.com/news/local/seattle-woman-viral-video-arrested-criminal-trespassing-not-refusing-wear-mask-police-say/P3DID6F7VVD2HGRMY6SJTSZB7A/,0,Q8,3
1883,‘Home Improvement’ star Zachery Ty Bryan arrested in Oregon,KIRO-TV,2020-10-01 00:00:00,"According to the Eugene Police Department, officers responded to a call ... Police found Bryan sitting outside, while his 27-year-old girlfriend was ...",https://www.kiro7.com/news/trending/home-improvement-star-zachery-ty-bryan-arrested-oregon/3ZQEYIO7MJB45ATE7D2L5SYCYA/,0,Q8,3
1884,Seattle marks 150 days of protest with march from Capitol Hill,CHS Capitol Hill Seattle,2020-10-01 00:00:00,The most significant police activity came later in the night as most marchers were headed home when SPD found a small group had entered an area part of its ...,https://www.capitolhillseattle.com/2020/10/seattle-marks-150-days-of-protest-with-march-from-capitol-hill/,0,Q8,3
1885,'We failed Lauren': University of Utah to pay $13.5 million in ...,KIRO-TV,2020-10-01 00:00:00,"A fearful McCluskey also called the Salt Lake City Police Department twice, seeking additional help, but they referred her back to campus police. Then-campus ...",https://www.kiro7.com/news/trending/we-failed-lauren-university-utah-pay-135-million-lauren-mccluskey-on-campus-murder/WJKJH3IKD5G7XMVUQSQGIQEPRQ/,0,Q8,3
1886,Public safety expert says he's disturbed over Seattle City Council members' lack of knowledge on 911 calls,Q13 FOX,2020-10-01 00:00:00,"“City council needs to really explain what these alternatives will look like before we move to cutting the police department budget,” Lindsay said.",https://www.q13fox.com/news/public-safety-expert-says-hes-disturbed-over-seattle-city-council-members-lack-of-knowledge-on-911-calls,0,Q8,4
1887,"Accused Auburn officer’s 3 shootings have common theme: gun versus knife, and a head shot",The Seattle Times,2020-10-01 00:00:00,"Auburn Police patrol officer Jeff Nelson was on his way to keep the peace at a ... compiled by Kent detectives and recently obtained by The Seattle Times, ...",https://www.seattletimes.com/seattle-news/crime/accused-auburn-officers-3-shootings-have-common-theme-gun-versus-knife-and-a-head-shot/,0,Q8,3
1888,Former Idaho gubernatorial candidate indicted in 1984 murder ...,KIRO-TV,2020-10-01 00:00:00,"Pankey said he was on the Greeley Police Department's radar because of a 1977 accusation of date rape by a woman he was seeing, the paper reported.",https://www.kiro7.com/news/trending/former-idaho-gubernatorial-candidate-indicted-1984-murder-12-year-old-colorado-girl/5RCK6SBGZ5G4JCUDLO6DB7ZVKI/,0,Q8,3
1889,"Police, troopers shut down Highway 99, investigate after explosion in Edmonds",KIRO-TV,2020-10-01 00:00:00,Washington State Patrol will assist us with searching the area for any other potential dangerous devices. — Edmonds Police Department (@EdmondsPolice) October ...,https://www.kiro7.com/news/local/police-troopers-investigate-after-explosion-highway-99/TCI2ZUOS7FAYHLGRGJLLSX2MCA/,0,Q8,3
1890,Washington state Senate committee to tackle police reforms,MyNorthwest.com,2020-10-01 00:00:00,New interim SPD Chief ready to lead with focus on trust building. Police reform will be a top issue for the Legislature when it returns for the 2021 session ...,https://mynorthwest.com/2232379/state-senate-committee-police-reforms/,0,Q8,3
